locationid,Applicant,FacilityType,cnn,LocationDescription,Address,blocklot,block,lot,permit,Status,FoodItems,X,Y,Latitude,Longitude,Schedule,dayshours,NOISent,Approved,Received,PriorPermit,ExpirationDate,Location,,,,,
635038,Giant Burrito,Truck,6148201,GENEVA AVE: PRAGUE ST to LINDA VISTA STPS (1500 - 1598) -- SOUTH --,1500 GENEVA AVE,6418065,6418,65,15MFF-0106,SUSPEND,Tacos: Burritos: Tostadas: Flautas: Tostadas: Tortas: Pozole Menudo,6002948.585,2087593.93,37.7123026047,-122.4316441904,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0106&ExportPDF=1&Filename=15MFF-0106_schedule.pdf,Su:7AM-6PM,,03/30/2015 03:27:03 PM,Mar 24 2015  3:52PM,0,03/15/2016 12:00:00 AM,"(37.7123026185908, -122.431644190363)",,,,,
635281,"The Sandwich Stand, LLC.",Push Cart,24685000,SANSOME ST: CALIFORNIA ST intersection,351 CALIFORNIA ST,0261010A,261,010A,15MFF-0107,APPROVED,Vietnamese sandwiches: spring rolls: bottle water: can soda: chicken and shrimp rice noodles: rice with chicken: chicken salad: noodle soup.,6012479.849,2116741.356,37.7928707497,-122.4007474941,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0107&ExportPDF=1&Filename=15MFF-0107_schedule.pdf,Tu/We:8AM-5PM,,04/27/2015 03:56:37 PM,Mar 25 2015 12:24PM,0,03/15/2016 12:00:00 AM,"(37.7928707635098, -122.400747494067)",,,,,
635282,"The Sandwich Stand, LLC.",Push Cart,8627000,MAIN ST: MARKET ST to MISSION ST (1 - 99),58 MAIN ST,3711005,3711,5,15MFF-0108,APPROVED,Vietnamese sandwiches: spring rolls: bottle water: can soda: chicken and shrimp rice noodles: rice with chicken: chicken salad: noodle soup.,6013902.41,2116435.193,37.7921093386,-122.3958038655,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0108&ExportPDF=1&Filename=15MFF-0108_schedule.pdf,Mo-Fr:8AM-5PM,,04/27/2015 03:56:57 PM,Mar 25 2015 12:24PM,0,03/15/2016 12:00:00 AM,"(37.7921093523781, -122.395803865492)",,,,,
635743,M M Catering,Truck,9206000,MISSISSIPPI ST: END to CESAR CHAVEZ ST (1200 - 1299),1200 MISSISSIPPI ST,4288003,4288,3,15MFF-0109,APPROVED,Cold Truck: sandwiches: corndogs: tacos: yogurt: snacks: candy: hot and cold drinks,6014017.542,2101712.689,37.7516910357,-122.3943742133,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0109&ExportPDF=1&Filename=15MFF-0109_schedule.pdf,Mo/Tu/We/Th/Fr:12AM-5AM,Sa:2PM-6PM,Mo-Fr:3PM-6PM,,03/27/2015 11:38:37 AM,Mar 26 2015  3:00PM,1,03/15/2016 12:00:00 AM,"(37.7516910495311, -122.394374213253)",,,
635744,M M Catering,Truck,9083000,MISSION ST: STEUART ST to SPEAR ST (35 - 99),98 MISSION ST,3713007,3713,7,15MFF-0109,APPROVED,Cold Truck: sandwiches: corndogs: tacos: yogurt: snacks: candy: hot and cold drinks,6014365.441,2116885.206,37.7933707169,-122.3942332804,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0109&ExportPDF=1&Filename=15MFF-0109_schedule.pdf,Mo-Fr:7AM-9AM,,03/27/2015 11:38:37 AM,Mar 26 2015  3:00PM,1,03/15/2016 12:00:00 AM,"(37.7933707306956, -122.394233280438)",,,,,
635745,M M Catering,Truck,2110000,ALABAMA ST: 17TH ST to MARIPOSA ST (400 - 499),400 ALABAMA ST,3968001,3968,1,15MFF-0109,APPROVED,Cold Truck: sandwiches: corndogs: tacos: yogurt: snacks: candy: hot and cold drinks,6008836.323,2106230.541,37.7638066535,-122.4126109539,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0109&ExportPDF=1&Filename=15MFF-0109_schedule.pdf,Mo-Fr:7AM-8AM/9AM-10AM/12PM-1PM/8PM-9PM,,03/27/2015 11:38:37 AM,Mar 26 2015  3:00PM,1,03/15/2016 12:00:00 AM,"(37.7638066673242, -122.412610953887)",,,,,
635746,M M Catering,Truck,12044000,SPEAR ST: MARKET ST to MISSION ST (1 - 99),45 SPEAR ST,3713006,3713,6,15MFF-0109,APPROVED,Cold Truck: sandwiches: corndogs: tacos: yogurt: snacks: candy: hot and cold drinks,6014186.566,2117071.214,37.7938715072,-122.3948652386,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0109&ExportPDF=1&Filename=15MFF-0109_schedule.pdf,Mo-Fr:7AM-8AM/9AM-11AM/12PM-1PM,,03/27/2015 11:38:37 AM,Mar 26 2015  3:00PM,1,03/15/2016 12:00:00 AM,"(37.793871520918, -122.394865238611)",,,,,
635747,M M Catering,Truck,3144000,BROADWAY: FRONT ST to BATTERY ST (100 - 199),100 BROADWAY,0141003B,141,003B,15MFF-0109,APPROVED,Cold Truck: sandwiches: corndogs: tacos: yogurt: snacks: candy: hot and cold drinks,6012663.956,2118920.369,37.7988640669,-122.4002635838,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0109&ExportPDF=1&Filename=15MFF-0109_schedule.pdf,Mo-Fr:10AM-11AM,,03/27/2015 11:38:37 AM,Mar 26 2015  3:00PM,1,03/15/2016 12:00:00 AM,"(37.7988640807119, -122.400263583771)",,,,,
635748,M M Catering,Truck,7173000,ILLINOIS ST: 24TH ST to 25TH ST (1400 - 1499),1499 ILLINOIS ST,4244002,4244,2,15MFF-0109,APPROVED,Cold Truck: sandwiches: corndogs: tacos: yogurt: snacks: candy: hot and cold drinks,6016265.425,2102158.675,37.7530403202,-122.3866317635,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0109&ExportPDF=1&Filename=15MFF-0109_schedule.pdf,Mo-Fr:5PM-6PM,,03/27/2015 11:38:37 AM,Mar 26 2015  3:00PM,1,03/15/2016 12:00:00 AM,"(37.7530403340012, -122.386631763528)",,,,,
635749,M M Catering,Truck,192201,03RD ST: 23RD ST to 24TH ST (2700 - 2798) -- WEST --,2700 03RD ST,4230001,4230,1,15MFF-0109,APPROVED,Cold Truck: sandwiches: corndogs: tacos: yogurt: snacks: candy: hot and cold drinks,6015750.256,2102782.473,37.754724604,-122.3884568704,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0109&ExportPDF=1&Filename=15MFF-0109_schedule.pdf,Mo-Fr:6PM-7PM,,03/27/2015 11:38:37 AM,Mar 26 2015  3:00PM,1,03/15/2016 12:00:00 AM,"(37.754724617818, -122.388456870364)",,,,,
635750,M M Catering,Truck,7196000,INDIANA ST: 22ND ST to TUBBS ST (1000 - 1099),1095 INDIANA ST,4170010,4170,10,15MFF-0109,APPROVED,Cold Truck: sandwiches: corndogs: tacos: yogurt: snacks: candy: hot and cold drinks,6015168.427,2103589.069,37.7569070856,-122.3905253681,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0109&ExportPDF=1&Filename=15MFF-0109_schedule.pdf,Mo-Fr:6PM-7PM,,03/27/2015 11:38:37 AM,Mar 26 2015  3:00PM,1,03/15/2016 12:00:00 AM,"(37.7569070994246, -122.390525368125)",,,,,
635751,M M Catering,Truck,6603000,HAIGHT ST: GOUGH ST to OCTAVIA ST (20 - 99),20 HAIGHT ST,853023,853,23,15MFF-0109,APPROVED,Cold Truck: sandwiches: corndogs: tacos: yogurt: snacks: candy: hot and cold drinks,6005961.175,2109761.804,37.7733408773,-122.422806204,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0109&ExportPDF=1&Filename=15MFF-0109_schedule.pdf,Mo-Fr:6PM-8PM,,03/27/2015 11:38:37 AM,Mar 26 2015  3:00PM,1,03/15/2016 12:00:00 AM,"(37.7733408911325, -122.422806203973)",,,,,
635752,M M Catering,Truck,716000,16TH ST: HAMPSHIRE ST to BRYANT ST (2200 - 2399),Assessors Block 3930A/Lot002,3930A002,3930A,2,15MFF-0109,APPROVED,Cold Truck: sandwiches: corndogs: tacos: yogurt: snacks: candy: hot and cold drinks,6009824.81,2107195.241,37.7665109269,-122.4092601449,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0109&ExportPDF=1&Filename=15MFF-0109_schedule.pdf,Mo-Fr:7PM-8PM,,03/27/2015 11:38:37 AM,Mar 26 2015  3:00PM,1,03/15/2016 12:00:00 AM,"(37.7665109407022, -122.40926014492)",,,,,
635753,M M Catering,Truck,7037000,HOWARD ST: HAWTHORNE ST to 03RD ST (648 - 699),661 HOWARD ST,3735040,3735,40,15MFF-0109,APPROVED,Cold Truck: sandwiches: corndogs: tacos: yogurt: snacks: candy: hot and cold drinks,6012797.551,2113994.294,37.7853456766,-122.3994552767,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0109&ExportPDF=1&Filename=15MFF-0109_schedule.pdf,Mo-Fr:8PM-9PM,,03/27/2015 11:38:37 AM,Mar 26 2015  3:00PM,1,03/15/2016 12:00:00 AM,"(37.7853456904174, -122.399455276688)",,,,,
635754,M M Catering,Truck,9094000,MISSION ST: ANNIE ST to 03RD ST (663 - 699),667 MISSION ST,3722067,3722,67,15MFF-0109,APPROVED,Cold Truck: sandwiches: corndogs: tacos: yogurt: snacks: candy: hot and cold drinks,6012350.571,2114444.914,37.7865580502,-122.4010333754,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0109&ExportPDF=1&Filename=15MFF-0109_schedule.pdf,Mo-Fr:8PM-9PM,,03/27/2015 11:38:37 AM,Mar 26 2015  3:00PM,1,03/15/2016 12:00:00 AM,"(37.7865580639543, -122.40103337534)",,,,,
635755,M M Catering,Truck,6729000,HARRISON ST: LANGTON ST to CHESLEY ST (1113 - 1144),1140 HARRISON ST,3755023,3755,23,15MFF-0109,APPROVED,Cold Truck: sandwiches: corndogs: tacos: yogurt: snacks: candy: hot and cold drinks,6010297.861,2110271.569,37.7749843061,-122.4078408881,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0109&ExportPDF=1&Filename=15MFF-0109_schedule.pdf,Mo-Fr:9PM-10PM,,03/27/2015 11:38:37 AM,Mar 26 2015  3:00PM,1,03/15/2016 12:00:00 AM,"(37.7749843198545, -122.40784088805)",,,,,
636582,Roadside Rotisserie Corporation / Country Grill,Truck,3419000,BUSH ST: 01ST ST \ MARKET ST to BATTERY ST (1 - 99),1 BUSH ST,290011,290,11,15MFF-0110,APPROVED,Rotisserie Chicken: Ribs: Kickass Salad: Potatos w/fat dripping: chicken wrap.,6012652.373,2116027.943,37.7909215073,-122.4001004237,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0110&ExportPDF=1&Filename=15MFF-0110_schedule.pdf,Mo/We/Fr:9AM-3PM,,03/27/2015 03:43:44 PM,Mar 27 2015  8:53AM,0,03/15/2016 12:00:00 AM,"(37.7909215210394, -122.400100423729)",,,,,
637559,Fins on the Hoof / Saveurs,Truck,3075000,BRANNAN ST: STANFORD ST to JACK LONDON ALY (324 - 353),340 BRANNAN ST,3775015,3775,15,15MFF-0111,APPROVED,Seafood: meats and desserts,6014566.387,2112472.164,37.781264686,-122.3932290415,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0111&ExportPDF=1&Filename=15MFF-0111_schedule.pdf,Th:11AM-1PM,We:12PM-2PM,Mo/Fr:12PM-4PM,Tu:1PM-4PM,,03/30/2015 10:10:35 AM,Mar 30 2015 10:04AM,0,03/15/2016 12:00:00 AM,"(37.7812646998024, -122.393229041528)",,
637560,Fins on the Hoof / Saveurs,Truck,9507000,NATOMA ST: 01ST ST to 02ND ST (20 - 99),500 HOWARD ST,3721011,3721,11,15MFF-0111,APPROVED,Seafood: meats and desserts,,,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0111&ExportPDF=1&Filename=15MFF-0111_schedule.pdf,Mo/We/Fr:11AM-12PM,Tu:12PM-1PM,Th:1PM-2PM,,03/30/2015 10:10:35 AM,Mar 30 2015 10:04AM,0,03/15/2016 12:00:00 AM,,,,
637561,Fins on the Hoof / Saveurs,Truck,24214000,FLORIDA ST: 15TH ST intersection,201 ALABAMA ST,3924 006,3924,6,15MFF-0111,APPROVED,Seafood: meats and desserts,6009014.74562,2107680.47269,37.7677978436,-122.4120963189,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0111&ExportPDF=1&Filename=15MFF-0111_schedule.pdf,Tu:11AM-12PM,We/Th:2PM-4PM,,03/30/2015 10:10:35 AM,Mar 30 2015 10:04AM,0,03/15/2016 12:00:00 AM,"(37.7677978574116, -122.412096318851)",,,,
638421,Doc's of the Bay,Truck,13408000,WASHINGTON ST: SANSOME ST to HOTALING PL (500 - 549),535 WASHINGTON ST,0207 033,207,33,15MFF-0112,APPROVED,Burgers: French Fries: Black Bean Burgers: Mac and Cheese: drinks,6012074.046,2117582.92,37.7951588416,-122.4022107952,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0112&ExportPDF=1&Filename=15MFF-0112_schedule.pdf,Tu/We/Th:6AM-2PM,,05/29/2015 02:40:27 PM,Apr  2 2015 11:46AM,0,03/15/2016 12:00:00 AM,"(37.7951588553863, -122.402210795225)",,,,,
638422,Doc's of the Bay,Truck,731000,16TH ST: CALEDONIA ST to VALENCIA ST (3072 - 3099),3092 16TH ST,3554016,3554,16,15MFF-0112,APPROVED,Burgers: French Fries: Black Bean Burgers: Mac and Cheese: drinks,6006249.865,2106782.214,37.7651759171,-122.4215959221,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0112&ExportPDF=1&Filename=15MFF-0112_schedule.pdf,Su:6PM-12AM,,05/29/2015 02:40:27 PM,Apr  2 2015 11:46AM,0,03/15/2016 12:00:00 AM,"(37.7651759308624, -122.421595922088)",,,,,
638423,Doc's of the Bay,Truck,9124000,MISSION ST: 22ND ST to 23RD ST (2600 - 2699),2600 MISSION ST,3636001,3636,1,15MFF-0112,APPROVED,Burgers: French Fries: Black Bean Burgers: Mac and Cheese: drinks,6006899.272,2103162.041,37.7552723598,-122.4190929716,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0112&ExportPDF=1&Filename=15MFF-0112_schedule.pdf,Su:12AM-2AM,Sa:6PM-12AM,,05/29/2015 02:40:27 PM,Apr  2 2015 11:46AM,0,03/15/2016 12:00:00 AM,"(37.7552723735565, -122.419092971592)",,,,
638467,Panchita's No. 2,Push Cart,731000,16TH ST: CALEDONIA ST to VALENCIA ST (3072 - 3099),3091 16TH ST,3569049,3569,49,15MFF-0113,APPROVED,Pupusas,6006244.537,2106614.027,37.7647138148,-122.4216024042,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0113&ExportPDF=1&Filename=15MFF-0113_schedule.pdf,Su/Mo/Sa:12AM-3AM,Su/Fr/Sa:10PM-12AM,,04/02/2015 03:04:44 PM,Apr  2 2015  2:59PM,0,03/15/2016 12:00:00 AM,"(37.764713828617, -122.42160240414)",,,,
638807,Taza Halal Cart,Push Cart,8742202,MARKET ST: BATTERY ST to SUTTER ST (540 - 558) -- NORTH --,532 MARKET ST,290012,290,12,15MFF-0025,REQUESTED,Chicken Gyro: Lamb Gyro: Chiken Gyro Plate: Lamb Gyro Plate: Combination Gyro Plate.,6012582.228,2115893.453,37.7905483182,-122.4003336737,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0025&ExportPDF=1&Filename=15MFF-0025_schedule.pdf,Th/Fr/Sa:9AM-8PM,,09/04/2015 09:35:00 AM,Mar  2 2015  1:18PM,0,03/15/2016 12:00:00 AM,"(37.7905483319538, -122.400333673669)",,,,,
638845,Plaza Garibaldy,Truck,9546000,NEW MONTGOMERY ST: NATOMA ST to HOWARD ST (158 - 199),180 NEW MONTGOMERY ST,3722022,3722,22,15MFF-0114,INACTIVE,Tacos: burritos: quesadillas,6012785.32,2114324.261,37.7862510074,-122.3995207669,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0114&ExportPDF=1&Filename=15MFF-0114_schedule.pdf,We/Th/Fr:11AM-3PM,,,Apr  6 2015  1:11PM,0,,"(37.7862510212184, -122.399520766934)",,,,,
639666,Afghani Rice,Push Cart,5057000,EDDY ST: POWELL ST to CYRIL MAGNIN ST (1 - 49),1 POWELL ST,330027,330,27,15MFF-0115,REQUESTED,Rice - Chicken & Beef: sauce: cold drinks: hot drinks,6010285.67702,2113807.83084,37.7846933678,-122.4081324868,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0115&ExportPDF=1&Filename=15MFF-0115_schedule.pdf,Th/Fr/Sa:11AM-3PM,,,Apr  7 2015  1:48PM,0,03/15/2016 12:00:00 AM,"(37.784693381602, -122.40813248677)",,,,,
639673,May Catering,Truck,12626000,TOLAND ST: END to MCKINNON AVE (600 - 799),600 TOLAND ST,5285A011,5285A,11,15MFF-0116,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6012349.895,2098741.535,37.743440042,-122.3999325696,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0116&ExportPDF=1&Filename=15MFF-0116_schedule.pdf,Mo-Fr:7AM-8AM,,04/07/2015 02:40:48 PM,Apr  7 2015  2:31PM,1,03/15/2016 12:00:00 AM,"(37.7434400558213, -122.399932569567)",,,,,
639674,May Catering,Truck,8700000,MARIN ST: KANSAS ST to HWY 101 N ON RAMP (2500 - 2599),2525 MARIN ST,4343001D,4343,001D,15MFF-0116,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6011789.79,2100273.801,37.7476160722,-122.4019769757,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0116&ExportPDF=1&Filename=15MFF-0116_schedule.pdf,Mo-Fr:7AM-8AM,,04/07/2015 02:40:48 PM,Apr  7 2015  2:31PM,1,03/15/2016 12:00:00 AM,"(37.7476160860452, -122.401976975714)",,,,,
639675,May Catering,Truck,7502000,JERROLD AVE: UPTON ST to NAPOLEON ST (2201 - 2299),2270 JERROLD AVE,5230008,5230,8,15MFF-0116,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6012245.5,2099714.018,37.7461044517,-122.400361835,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0116&ExportPDF=1&Filename=15MFF-0116_schedule.pdf,Mo-Fr:8AM-9AM,,04/07/2015 02:40:48 PM,Apr  7 2015  2:31PM,1,03/15/2016 12:00:00 AM,"(37.7461044655288, -122.400361834956)",,,,,
639676,May Catering,Truck,7169000,ILLINOIS ST: 20TH ST to 22ND ST (900 - 1099),1000 ILLINOIS ST,4109001,4109,1,15MFF-0116,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6015939.401,2104425.293,37.759245919,-122.387917377,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0116&ExportPDF=1&Filename=15MFF-0116_schedule.pdf,Mo-Fr:8AM-9AM,,04/07/2015 02:40:48 PM,Apr  7 2015  2:31PM,1,03/15/2016 12:00:00 AM,"(37.759245932827, -122.387917376981)",,,,,
639677,May Catering,Truck,9056000,MINNESOTA ST: 20TH ST to 22ND ST (800 - 999),900 MINNESOTA ST,4106001A,4106,001A,15MFF-0116,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,,,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0116&ExportPDF=1&Filename=15MFF-0116_schedule.pdf,Mo-Fr:8AM-9AM/2PM-3PM,,04/07/2015 02:40:48 PM,Apr  7 2015  2:31PM,1,03/15/2016 12:00:00 AM,,,,,,
639678,May Catering,Truck,2109000,ALABAMA ST: 16TH ST to 17TH ST (300 - 399),380 ALABAMA ST,3967049,3967,49,15MFF-0116,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6008823.51685,2106465.97879,37.7644523928,-122.4126718916,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0116&ExportPDF=1&Filename=15MFF-0116_schedule.pdf,Mo-Fr:9AM-10AM,,04/07/2015 02:40:48 PM,Apr  7 2015  2:31PM,1,03/15/2016 12:00:00 AM,"(37.7644524065609, -122.412671891635)",,,,,
639679,May Catering,Truck,1631000,29TH ST: DOLORES ST to CHURCH ST (200 - 299),210 29TH ST,6618010,6618,10,15MFF-0116,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6005080.565,2099108.286,37.7440390986,-122.4250941863,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0116&ExportPDF=1&Filename=15MFF-0116_schedule.pdf,Mo-Fr:9AM-10AM,,04/07/2015 02:40:48 PM,Apr  7 2015  2:31PM,1,03/15/2016 12:00:00 AM,"(37.7440391124173, -122.425094186321)",,,,,
639680,May Catering,Truck,8234000,LE CONTE AVE: 03RD ST to KEITH ST (1039 - 1099),1098 LE CONTE AVE,5475016,5475,16,15MFF-0116,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6012690.947,2089990.938,37.7194317185,-122.3981395069,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0116&ExportPDF=1&Filename=15MFF-0116_schedule.pdf,Mo-Fr:9AM-10AM/12PM-1PM,,04/07/2015 02:40:48 PM,Apr  7 2015  2:31PM,1,03/15/2016 12:00:00 AM,"(37.7194317323202, -122.398139506904)",,,,,
639681,May Catering,Truck,10672000,POTRERO AVE: 24TH ST to 25TH ST (1200 - 1299),1200 POTRERO AVE,4265026,4265,26,15MFF-0116,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6010430.557,2102108.308,37.7525772701,-122.4068064172,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0116&ExportPDF=1&Filename=15MFF-0116_schedule.pdf,Mo-Fr:9AM-10AM,,04/07/2015 02:40:48 PM,Apr  7 2015  2:31PM,1,03/15/2016 12:00:00 AM,"(37.7525772838787, -122.406806417142)",,,,,
639682,May Catering,Truck,1259000,23RD ST: HARRISON ST to TREAT AVE (3000 - 3053),3000 23RD ST,3639004,3639,4,15MFF-0116,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,,,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0116&ExportPDF=1&Filename=15MFF-0116_schedule.pdf,Mo-Fr:9AM-10AM,,04/07/2015 02:40:48 PM,Apr  7 2015  2:31PM,1,03/15/2016 12:00:00 AM,,,,,,
639683,May Catering,Truck,7166000,ILLINOIS ST: MARIPOSA ST \ TERRY A FRANCOIS BLVD to 18TH ST (600 - 699),600 ILLINOIS ST,3994011,3994,11,15MFF-0116,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6015910.503,2106215.604,37.7641601282,-122.3881422621,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0116&ExportPDF=1&Filename=15MFF-0116_schedule.pdf,Mo-Fr:9AM-10AM,,04/07/2015 02:40:48 PM,Apr  7 2015  2:31PM,1,03/15/2016 12:00:00 AM,"(37.7641601420164, -122.388142262118)",,,,,
639684,May Catering,Truck,1516000,26TH ST: TREAT AVE \ TREAT WAY to LUCKY ST (3133 - 3164),3150 26TH ST,6524019A,6524,019A,15MFF-0116,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6008583.969,2101037.332,37.7495331145,-122.4131165367,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0116&ExportPDF=1&Filename=15MFF-0116_schedule.pdf,Mo-Fr:9AM-10AM,,04/07/2015 02:40:48 PM,Apr  7 2015  2:31PM,1,03/15/2016 12:00:00 AM,"(37.7495331283334, -122.413116536719)",,,,,
639685,May Catering,Truck,13767000,YORK ST: 18TH ST to 19TH ST (600 - 699),620 YORK ST,4023012,4023,12,15MFF-0116,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6009734.778,2105398.284,37.7615718487,-122.409444719,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0116&ExportPDF=1&Filename=15MFF-0116_schedule.pdf,Mo-Fr:9AM-10AM,,04/07/2015 02:40:48 PM,Apr  7 2015  2:31PM,1,03/15/2016 12:00:00 AM,"(37.7615718625183, -122.409444718948)",,,,,
639686,May Catering,Truck,12685000,TREAT AVE: MISTRAL ST to END (630 - 699),630 TREAT AVE,3593038,3593,38,15MFF-0116,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6008391.816,2104835.571,37.7599514294,-122.4140496802,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0116&ExportPDF=1&Filename=15MFF-0116_schedule.pdf,Mo-Fr:9AM-10AM/11AM-12PM,,04/07/2015 02:40:48 PM,Apr  7 2015  2:31PM,1,03/15/2016 12:00:00 AM,"(37.7599514432281, -122.414049680214)",,,,,
639687,May Catering,Truck,699001,16TH ST: OWENS ST to 07TH ST \ MISSISSIPPI ST (700 - 899),Assessors Block 8727/Lot005,8727005,8727,5,15MFF-0116,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6014460.137,2106764.375,37.7655864681,-122.3931971012,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0116&ExportPDF=1&Filename=15MFF-0116_schedule.pdf,Mo/Mo/Mo/Mo/Mo:9AM-10AM/10AM-11AM/12PM-1PM/1PM-2PM,,04/07/2015 02:40:48 PM,Apr  7 2015  2:31PM,1,03/15/2016 12:00:00 AM,"(37.7655864819421, -122.393197101156)",,,,,
